CNESource,Codigo,Nombre,Categoria,Tecnologia,Estado,FechaInst,FechaSusp,Altitud,LatDD,LongDD,Depto,Municipio,AreaOperat,Entidad,AH,ZH,SZH,Corriente,Observ,Subred
CNE,12025020,CARIBIA [12025020],Climatológica Ordinaria,Convencional,Suspendida,15/04/1972,15/09/1983,20,"8.5","-76.68333333",Antioquia,Necoclí,Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Caribe - Litoral,Río Mulatos y otros directos al Caribe,,,
CNE,12025030,EL MELLITO [12025030],Pluviométrica,Convencional,Activa,15/09/1983,,54,"8.5426666670000007","-76.67336111",Antioquia,Necoclí,Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Caribe - Litoral,Río Mulatos y otros directos al Caribe,,,
CNE,12025040,TURBO [12025040],Climatológica Ordinaria,Automática con Telemetría,Activa,15/04/1984,,37,"8.0918055560000006","-76.71633333",Antioquia,Turbo,Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Caribe - Litoral,Río Mulatos y otros directos al Caribe,,"EL GRUPO DE AUTOMATIZACIÓN REPORTA CAMBIAR BATERÍA, SENSOR DE PRECIPITACIÓN SIN DATOS, LLEVAR RELE NUEVO. ESTACIÓN EN MANTENIMIENTO (06/12/2022)|03/10/2025$mvelez$Se activa la estación luego de reciente visita del grupo de automatización bajo el memorando 20253080176563",
CNE,12027010,PUEBLO BELLO [12027010],Limnigráfica,Automática con Telemetría,Suspendida,15/08/1977,"02/07/2025",10,"8.2037811109999996","-76.524944444",Antioquia,Turbo,Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Caribe - Litoral,Río Mulatos y otros directos al Caribe,Mulatos,"EL GRUPO DE AUTOMATIZACIÓN REPORTA BATERÍA OFF 30-12-2021 Y LLEVAR DCP. ESTACIÓN EN MANTENIMIENTO (06/12/2022)|02/07/2025$mvelez$La está ubicada sobre el río Mulatos, la sección es inestable debido a las crecientes súbitas que hacen que las orillas se sedimenten y que se acumulen palizadas, no tiene observador y la estación automática está fuera de servicio desde 2022 y no hay disponibilidad de observadores en la zona. No se encuentra en el programa de sedimentos, programa de calidad ni alertas diarias. La calidad de las series de niveles y de caudales es deficiente. memorando 20253080112483",
CNE,12027030,TRES EL [12027030],Limnimétrica,Convencional,Suspendida,15/02/1977,10/05/2011,20,"8.0650277779999993","-76.65775",Antioquia,Turbo,Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Caribe - Litoral,Río Mulatos y otros directos al Caribe,Guadualito,,
CNE,12027040,CURRULAO [12027040],Limnimétrica,Convencional,Suspendida,15/09/1977,10/05/2011,51,"7.9944166670000003","-76.63175",Antioquia,Turbo,Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Caribe - Litoral,Río Mulatos y otros directos al Caribe,Currulao,,
CNE,12027050,PUEBLO NUEVO [12027050],Limnimétrica,Convencional,Activa,15/08/1978,,25,"8.4150555560000004","-76.62938889",Antioquia,Necoclí,Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Caribe - Litoral,Río Mulatos y otros directos al Caribe,Mulatos,,
CNE,12027060,DOS EL [12027060],Limnimétrica,Convencional,Suspendida,15/08/1984,18/08/2011,50,"8.1265000000000001","-76.69383333",Antioquia,Turbo,Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Caribe - Litoral,Río Mulatos y otros directos al Caribe,Turbo,,
CNE,12030010,SAN JUAN DE URABA [12030010],Pluviométrica,Convencional,Activa,15/04/1972,,4,"8.7552222220000004","-76.53305556",Antioquia,San Juan De Urabá,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Caribe - Litoral,Río Mulatos y otros directos al Caribe,,,"Córdoba, Sucre, Sur de Bolívar, Urabá y Bajo Cauca Antioqueño ,RED ALERTAS - AREA OPERATIVA 02"
CNE,12030020,EL CARMELO [12030020],Pluviométrica,Convencional,Activa,15/03/1972,,50,"8.6199999999999992","-76.38",Antioquia,Arboletes,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Caribe - Litoral,Río San Juan,,Estacion Homologada con EL CARMELO [12037030]. Datos Transferidos desde 15/05/1977.,
CNE,12037010,LA CANDELARIA [12037010],Limnimétrica,Convencional,Activa,15/06/1977,,5,"8.6597222219999992","-76.44583333",Antioquia,Arboletes,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Caribe - Litoral,Río San Juan,San Juan D Uraba,SE CAMBIA CATEGORÍA DE ESTACIÓN A LM POR SOLICITUD DEL COORDINADOR DEL AO 02. REQ 2023-000225. (20012023)|28/10/2025$mvelez$Se actualiza el nombre bajo el memorando 20253090042173,
CNE,12037020,LAJA LA HACIENDA [12037020],Limnimétrica,Convencional,Suspendida,15/05/1977,15/04/1995,2,"8.7166666670000001","-76.48333333",Antioquia,San Juan De Urabá,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Caribe - Litoral,Río San Juan,San Juan D Uraba,,
CNE,12037030,EL CARMELO [12037030],Limnimétrica,Convencional,Activa,15/05/1977,,42,"8.6173610000000007","-76.383529",Antioquia,Arboletes,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Caribe - Litoral,Río San Juan,San Juan D Uraba,SE CAMBIA CATEGORÍA DE LA ESTACIÓN A LM POR SOLICITUD DEL COORDINADOR DEL AO 02. REQ 2023-000225. (20012023)|25/03/2025$mvelez$Se realiza el cambio de coordenadas y elevación a solicitud de la coordinadora mediante memorando 20253090042123 del 03/03/2025,
CNE,12037050,SAN PEDRO [12037050],Limnimétrica,Convencional,Suspendida,15/06/1980,20/10/2010,137,"8.2778055560000006","-76.39130556",Antioquia,San Pedro De Urabá,Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Caribe - Litoral,Río San Juan,Quebrada Aguas Claras,,
CNE,12040010,JARAMAGAL [12040010],Pluviométrica,Convencional,Activa,15/10/1973,,90,"8.9008333329999996","-76.22083333",Cordoba,Puerto Escondido,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Caribe - Litoral,Rio Canalete y otros Arroyos Directos al Caribe,,,
CNE,12040020,CANALETE [12040020],Pluviométrica,Convencional,Activa,15/01/1959,,40,"8.7869444439999995","-76.23555556",Cordoba,Canalete,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Caribe - Litoral,Rio Canalete y otros Arroyos Directos al Caribe,,,
CNE,12045010,ARBOLETES [12045010],Climatológica Principal,Convencional,Activa,15/03/1972,,4,"8.846944444","-76.43194444",Antioquia,Arboletes,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Caribe - Litoral,Rio Canalete y otros Arroyos Directos al Caribe,,,"Córdoba, Sucre, Sur de Bolívar, Urabá y Bajo Cauca Antioqueño ,RED ALERTAS - AREA OPERATIVA 02"
CNE,12045020,CRISTO REY  - AUT [12045020],Climatológica Ordinaria,"Automática con Telemetría, Convencional",En Mantenimiento,15/10/1973,,15,"9.0711111110000004","-76.22444444",Cordoba,Puerto Escondido,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Caribe - Litoral,Rio Canalete y otros Arroyos Directos al Caribe,,ESTACIÓN AUTOMÁTICA EN MANTENIMIENTO. ACTIVADA EN SU COMPONENTE CONVENCIONAL POR SOLICITUD DEL AO. (17012023).,"RED ALERTAS - AREA OPERATIVA 02,Córdoba, Sucre, Sur de Bolívar, Urabá y Bajo Cauca Antioqueño "
CNE,12047010,CANALETE [12047010],Limnimétrica,Convencional,En Mantenimiento,15/09/1987,,35,"8.7869722219999993","-76.23641667",Cordoba,Canalete,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Caribe - Litoral,Rio Canalete y otros Arroyos Directos al Caribe,Canalete,|05/05/2025$mvelez$Solicitud de la coordinadora Mayra Soto mediante correo electrónico 02/05/2025 la estación no cuenta con observador. ,
CNE,12065501,SOLMAFORO CARTAGENA [12065501],Ambiental,Automática sin Telemetría,Suspendida,"03/12/2015","08/04/2022",12,"10.420027778","-75.551138889",Bolivar,Cartagena De Indias,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Caribe - Litoral,Arroyos Directos al Caribe,,"08/04/2022$Migracion$Por solicitud del Coordinador del AO. REQ 2022-001981 se cambia estado a suspendida.|23/08/2022$Migracion$08/04/2022$Migracion$Por solicitud del Coordinador del AO. REQ 2022-001981 se cambia estado a suspendida.",
CNE,12067001,EMBALSE  GUAJARO AUT [12067001],Limnigráfica,Automática con Telemetría,Activa,20/04/2016,,6,"10.52055556","-75.09627778",Atlantico,Repelón,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Caribe - Litoral,Arroyos Directos al Caribe,Embalse Guajaro,"25/08/2022$Migracion$Se Cambia Estado por orden de la Coordinación de Planeacion Operativa Decisión tomada en la Reunión de la RED 19/08/2022|17/01/2025$mvelez$Se activa la estación a solicitud de la coordinadora Mayra Soto mediante correo electrónico del 17/01/2025, actualmente está reportando datos en Polaris se revisar y se confirma que si está reportando datos |28/10/2025$mvelez$Se actualiza el nombre bajo el memorando 20253090042173",
CNE,13010010,MOLINILLO [13010010],Pluviométrica,Convencional,Suspendida,15/06/1990,15/03/1999,500,"7.6833333330000002","-76.05",Cordoba,Tierralta,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Sinú,Alto Sinú - Urrá,,,
CNE,13010020,TUCURA [13010020],Pluviométrica,Convencional,Suspendida,15/08/1959,15/09/1973,120,"7.9333333330000002","-76.26666667",Cordoba,Tierralta,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Sinú,Alto Sinú - Urrá,,,
CNE,13010040,FLECHA LA [13010040],Pluviométrica,Convencional,Suspendida,15/06/1990,15/03/1999,500,"7.6333333330000004","-75.96666667",Cordoba,Tierralta,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Sinú,Alto Sinú - Urrá,,,
CNE,13010050,URRA SANDUBO [13010050],Pluviográfica,Convencional,Suspendida,25/03/2009,16/05/2022,150,"7.7515000000000001","-76.227777778",Cordoba,Tierralta,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Sinú,Alto Sinú - Urrá,,16/05/2022$Migracion$Creación de estación nuevamente por eliminación en primer proceso de homologacion|06/06/2022$Migracion$Estación homologada en primera fase con la estación URRA SANDUBO [13017050],
CNE,13015010,URRA 2 [13015010],Climatológica Ordinaria,Convencional,Suspendida,15/11/1982,15/12/1988,88,"7.733333333","-76.2",Cordoba,Tierralta,Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Sinú,Alto Sinú - Urrá,,,
CNE,13015020,TUCURA [13015020],Climatológica Ordinaria,Convencional,Suspendida,15/11/1991,15/10/1996,110,"7.9666666670000001","-76.25",Cordoba,Tierralta,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Sinú,Alto Sinú - Urrá,,,
CNE,13015030,CAMPO BELLO [13015030],Climatológica Principal,Convencional,Suspendida,15/12/1996,31/03/2008,78,"7.983333333","-76.23333333",Cordoba,Tierralta,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Sinú,Alto Sinú - Urrá,,"07/06/2022$Migracion$Estación homologada en la primera fase con la estación URRA 1 [13030030]","Córdoba, Sucre, Sur de Bolívar, Urabá y Bajo Cauca Antioqueño "
CNE,13015040,REPRESA URRÁ [13015040],Climatológica Principal,"Automática con Telemetría, Convencional",Activa,15/11/2004,,300,"8.0141666669999996","-76.20305556",Cordoba,Tierralta,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Sinú,Medio Sinú,,"|10/04/2025$mvelez$En el catalogo la estación aparece tecnología convencional, a partir del mes de diciembre 2024 tiene componente automático (Automática con telemetría), cambiar categoría Automática con telemetría-Convencional, se revisa en Polaris y se realiza el cambio solicitado. ",RED ALERTAS - AREA OPERATIVA 02
CNE,13017010,DESPENSA LA [13017010],Limnigráfica,Convencional,Suspendida,15/10/1965,15/12/1998,106,"7.8666666669999996","-76.28333333",Cordoba,Tierralta,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Sinú,Alto Sinú - Urrá,Sinu,,
CNE,13017020,LIMON EL [13017020],Limnigráfica,Convencional,Suspendida,15/03/1966,15/03/1999,108,"7.8333333329999997","-76.26666667",Cordoba,Tierralta,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Sinú,Alto Sinú - Urrá,Sinu,,
CNE,13017030,SALTO VIEJO [13017030],Limnigráfica,Convencional,Suspendida,15/03/1974,15/12/1988,131,"7.7833333329999999","-76.23333333",Cordoba,Tierralta,Area Operativa 01 - Antioquia-Chocó,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Sinú,Alto Sinú - Urrá,Sinu,,
CNE,13017040,SAN CONALITO [13017040],Limnimétrica,Convencional,Suspendida,15/06/1990,15/12/1998,100,"7.6833333330000002","-76.11666667",Cordoba,Tierralta,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Sinú,Alto Sinú - Urrá,Manso,,
CNE,13017050,URRA SANDUBO [13017050],Limnigráfica,Automática con Telemetría,Suspendida,25/03/2009,29/09/2010,150,"7.7515000000000001","-76.22777778",Cordoba,Tierralta,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Sinú,Alto Sinú - Urrá,Sinu,"06/06/2022$Migracion$Estación homologada en primera fase con la estación URRA SANDUBO [13010050]",
CNE,13020010,DESPENSA LA [13020010],Pluviométrica,Convencional,Suspendida,15/01/1966,16/05/2022,160,"7.8833330559999997","-76.299999722",Cordoba,Tierralta,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Sinú,Alto Sinú - Urrá,,16/05/2022$Migracion$creación estación nuevamente por eliminación en primer proceso de homologacion.|06/06/2022$Migracion$Estación homologada en primera fase con la estación DESPENSA LA [13025030] ,
CNE,13020020,CIELO EL [13020020],Pluviométrica,Convencional,Suspendida,15/09/1973,15/02/2002,650,"7.9166666670000003","-76.41666667",Cordoba,Tierralta,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Sinú,Alto Sinú - Urrá,,,
CNE,13020040,SAIZA [13020040],Pluviométrica,Convencional,Suspendida,15/06/1990,15/02/2002,287,"7.7","-76.48333333",Cordoba,Tierralta,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Sinú,Alto Sinú - Urrá,,"06/06/2022$Migracion$Estación homologada en la primera fase con la estación SAIZA [13025010]",
CNE,13025010,SAIZA [13025010],Climatológica Principal,Convencional,Suspendida,15/10/1974,16/05/2022,287,"7.7","-76.483332778",Cordoba,Tierralta,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Sinú,Alto Sinú - Urrá,,16/05/2022$Migracion$Creación estación nuevamente por eliminación en primer proceso de homologacion.|06/06/2022$Migracion$Estación homologada en la primera fase con la estación SAIZA [13020040] ,
CNE,13025020,ESMERALDA LA [13025020],Climatológica Ordinaria,Convencional,Suspendida,15/10/1974,15/01/1975,170,"7.8333333329999997","-76.25",Cordoba,Tierralta,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Sinú,Alto Sinú - Urrá,,,
CNE,13025030,DESPENSA LA [13025030],Climatológica Ordinaria,Convencional,Suspendida,15/06/1990,15/05/1996,160,"7.8833333330000004","-76.3",Cordoba,Tierralta,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Sinú,Alto Sinú - Urrá,,"06/06/2022$Migracion$Estación homologada en la primera fase con la estación DESPENSA LA [13020010]",
CNE,13027010,ESMERALDA LA [13027010],Limnimétrica,Convencional,Suspendida,15/06/1990,15/12/2001,170,"7.75","-76.25",Cordoba,Tierralta,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Sinú,Alto Sinú - Urrá,Esmeralda,,
CNE,13027020,PUERTO MANGO [13027020],Limnimétrica,Convencional,Suspendida,15/06/1990,15/05/1994,150,"7.6166666669999996","-76.3",Cordoba,Tierralta,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Sinú,Alto Sinú - Urrá,Esmeralda,,
CNE,13027030,CANAFINA [13027030],Limnimétrica,Convencional,Suspendida,15/06/1990,15/12/1998,90,"7.85","-76.31666667",Cordoba,Tierralta,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Sinú,Alto Sinú - Urrá,Verde,,
CNE,13027040,CANO BARRO - AUT [13027040],Limnigráfica,"Automática con Telemetría, Convencional",Activa,"02/01/2017",,24,"8.236777","-74.962588",Cordoba,Ayapel,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Magdalena Cauca,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,CAÑO BARRO,"SE CAMBIA CATEGORÍA DE ESTACIÓN A LM POR SOLICITUD DEL COORDINADOR DEL AO 02. REQ 2023-000225. (20012023)|17/01/2025$mvelez$Se activa la estación a solicitud de la coordinadora Mayra Soto mediante correo electrónico del 17/01/2025, actualmente está reportando datos en Polaris se revisar y se confirma que si está reportando datos |25/03/2025$mvelez$Se realiza el cambio de coordenadas y elevación a solicitud de la coordinadora mediante memorando 20253090042123 del 03/03/2025|02/05/2025$mvelez$Cambio de categoría de la estación  a limnigráfica. La estación cuenta con instrumentos automáticos y se encuentra trasmitiendo en Polaris. solicitud mediante memorando 20253090068963 |28/10/2025$mvelez$Se actualiza el nombre bajo el memorando 20253090042173",
CNE,13030010,TIERRALTA [13030010],Pluviométrica,Convencional,Activa,15/02/1959,,100,"8.1866666670000008","-76.05305556",Cordoba,Tierralta,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Sinú,Medio Sinú,,,"Córdoba, Sucre, Sur de Bolívar, Urabá y Bajo Cauca Antioqueño ,RED ALERTAS - AREA OPERATIVA 02"
CNE,13030030,URRA 1 [13030030],Climatológica Principal,Convencional,Suspendida,15/05/1983,16/05/2022,78,"7.9833330560000002","-76.233332778",Cordoba,Tierralta,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Sinú,Alto Sinú - Urrá,,16/05/2022$Migracion$Creación estación nuevamente por eliminación en primer proceso de homologacion.|07/06/2022$Migracion$Estación homologada en la primera fase con la estación CAMPO BELLO [13015030],
CNE,13035010,PUERTO NUEVO [13035010],Climatológica Principal,Convencional,Suspendida,15/09/1965,15/12/1991,145,"7.95","-76.28333333",Cordoba,Tierralta,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Sinú,Alto Sinú - Urrá,,,
CNE,13035501,AEROPUERTO LOS GARZONES [13035501],Sinóptica Secundaria,Automática con Telemetría,Activa,"06/02/2015",,20,"8.8258333330000003","-75.82513889",Cordoba,Montería,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Sinú,Bajo Sinú,,Se cambia categoría a SS por solicitud del coordinador del AO 02. REQ 2023-000225 (20012023),"Radición Global,SINOPTICA,Radiación Visible,Radiación Ultravioleta,Colombia"
CNE,13037010,ANGOSTURA DE URRA [13037010],Limnigráfica,Convencional,Suspendida,15/08/1959,15/12/1998,77,"8","-76.25",Cordoba,Tierralta,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Sinú,Alto Sinú - Urrá,Sinu,,
CNE,13037020,PALOMAS LAS [13037020],Limnimétrica,Convencional,Suspendida,15/08/1964,15/01/1991,27,"8.4499999999999993","-76.01666667",Cordoba,Montería,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Sinú,Medio Sinú,Sinu,,
CNE,13037030,PUERTO SALGAR - AUT [13037030],Limnimétrica,Automática con Telemetría,Suspendida,15/04/1966,15/05/1978,54,"8.1","-76.1",Cordoba,Tierralta,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Sinú,Medio Sinú,Sinu,,
CNE,13037040,CARRIZOLA [13037040],Limnimétrica,Convencional,Activa,15/06/1990,,52,"8.1610790000000009","-76.095815",Cordoba,Tierralta,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Sinú,Medio Sinú,Sinu,|25/03/2025$mvelez$Se realiza el cambio de coordenadas y elevación a solicitud de la coordinadora mediante memorando 20253090042123 del 03/03/2025,
CNE,13040010,QUIMARI [13040010],Pluviométrica,Convencional,Suspendida,15/09/1973,15/02/2002,200,"8.0666666669999998","-76.33333333",Cordoba,Tierralta,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Sinú,Alto Sinú - Urrá,,,
CNE,13040030,PEZVAL [13040030],Pluviométrica,Convencional,Activa,15/09/1990,,80,"8.2622222220000001","-76.16916667",Cordoba,Valencia,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Sinú,Medio Sinú,,,
CNE,13045010,JARAGUAY [13045010],Climatológica Ordinaria,Convencional,Suspendida,15/02/1966,15/02/1988,70,"8.3000000000000007","-76.08333333",Cordoba,Valencia,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Sinú,Medio Sinú,,,
CNE,13047010,RUSIA [13047010],Limnimétrica,Convencional,Suspendida,15/11/1989,15/01/1991,110,"8.2833333329999999","-76.26666667",Cordoba,Valencia,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Sinú,Medio Sinú,Lago Rusia,,
CNE,13047020,NUBES LAS [13047020],Limnimétrica,Convencional,Suspendida,15/11/1989,15/01/1991,70,"8.3166666669999998","-76.1",Cordoba,Valencia,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Sinú,Medio Sinú,Lago Las Nubes,,
CNE,13047030,TIERRALTA [13047030],Limnigráfica,Convencional,Suspendida,15/06/1990,18/09/2011,100,"8.1870555560000007","-76.06461111",Cordoba,Tierralta,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Sinú,Medio Sinú,Sinu,,"Córdoba, Sucre, Sur de Bolívar, Urabá y Bajo Cauca Antioqueño "
CNE,13047040,TORO EL [13047040],Limnimétrica,Convencional,Suspendida,15/06/1990,18/06/2014,100,"8.1134833329999996","-76.12793611",Cordoba,Tierralta,Area Operativa 02 - Atlántico-Bolivar-Sucre,INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Caribe,Sinú,Medio Sinú,Sinu,,
